INFO	Title	Ewing Sarcoma (EWS) Data Dictionary									
INFO	Name	ews_v1.0									
INFO	Release Notes										
INFO	Parent Data Model	pcdc_v1.8									
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)									
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/									
INFO	Disease Consortium Information	https://commons.cri.uchicago.edu/pcdc/									
INFO	Description	Ewing Sarcoma (EWS) Data Dictionary									
INFO	Total Variables	190									
											
RowType	VariableName	DataType	Tier	VariableDescription	VariableCode	PermissibleValue	ValueDescription	ValueCode	ImplementationNotes	Mappings	Modeling Notes (ignored in processing)
PD						Face	The anterior portion of the head extending from the forehead to the chin and ear to ear. The facial structures contain the eyes, nose and mouth, cheeks and jaws.	ncit:C13071			
PD						Femur	The upper leg bone positioned between the pelvis and the knee.	ncit:C12717			
PD						Fibula	The small, lateral calf bone extending from the knee to the ankle.	ncit:C12718			
PD						Fibular Head	The highest portion of the fibula that articulates with the patella.	ncit:C32719			
PD						Finger	Any of the digits of the hand.	ncit:C32608			
PD						Foot	The structure found below the ankle joint required for locomotion.	ncit:C32622			
PD						Forearm	The structure on the upper limb, between the elbow and the wrist.	ncit:C32628			
PD						Frontal Bone	A bone of the skull forming the forehead, root of the nose and the roof of both orbits.	ncit:C32635			
PD						Hand	The distal portion of the upper extremity. It consists of the carpus, metacarpus, and digits.	ncit:C32712			
PD						Head and Neck	For oncology, an area of the body generally construed to comprise the base of skull and facial bones, sinuses, orbits, salivary glands, oral cavity, oropharynx, larynx, thyroid, facial and neck musculature and lymph nodes draining these areas.	ncit:C12418			
PD						Hip/Inguinal Region	The lateral prominence of the pelvis from the waist to the thigh.	ncit:C64193			
PD						Humerus	The upper arm bone between the shoulder and elbow.	ncit:C12731			
PD						Ilium	The broad, dorsal, upper, and widest of the three principal bones composing either half of the pelvis.	ncit:C32765			
PD						Intra-Abdominal	The lower region of the anterior abdominal wall located laterally to the pubic region.	ncit:C12726			
PD						Ischium	The most posterior and ventral bone making up the pelvis.	ncit:C32884			
PD						Kidney	One of the two bean-shaped organs located on each side of the spine in the retroperitoneum. The right kidney is located below the liver and the left kidney below the diaphragm. The kidneys filter and secret the metabolic products and minerals from the blood, thus maintaining the homeostasis. On the superior pole of each kidney there is an adrenal gland. Each kidney and adrenal gland is surrounded by fat.	ncit:C12415			
PD						Knee	A joint connecting the lower part of the femur with the upper part of the tibia. The lower part of the femur and the upper part of the tibia are attached to each other by ligaments. Other structures of the knee joint include the upper part of the fibula, located below and parallel to the tibia, and the patella which moves as the knee bends.	ncit:C32898			
PD						Lacrimal Bone	A small rectangular thin plate forming part of the medial orbit wall. It is located posterior to the frontal process of the maxilla and articulates with the inferior nasal concha, ethmoid, frontal, and maxillary bones.	ncit:C32906			
PD						Leg	One of the two lower extremities in humans used for locomotion and support.	ncit:C32974			
PD						Liver	A triangular-shaped organ located under the diaphragm in the right hypochondrium. It is the largest internal organ of the body, weighting up to 2 kg. Metabolism and bile secretion are its main functions. It is composed of cells which have the ability to regenerate.	ncit:C12392			
PD						Lower Extremity	The limb that is composed of the hip, thigh, leg and foot.	ncit:C12742			
PD						Lumbar Vertebra	One of the five bones situated between the thoracic vertebrae and the sacrum in the lower part of the spine.	ncit:C12744			
PD						Lung	One of a pair of viscera occupying the pulmonary cavities of the thorax, the organs of respiration in which aeration of the blood takes place. As a rule, the right lung is slightly larger than the left and is divided into three lobes (an upper, a middle, and a lower or basal), while the left has two lobes (an upper and a lower or basal). Each lung is irregularly conical in shape, presenting a blunt upper extremity (the apex), a concave base following the curve of the diaphragm, an outer convex surface (costal surface), an inner or mediastinal surface (mediastinal surface), a thin and sharp anterior border, and a thick and rounded posterior border.	ncit:C12468			
PD						Lymph Node	A bean-shaped organ surrounded by a connective tissue capsule. It is part of the lymphatic system and is found throughout the body. It is composed predominantly of lymphocytes and its main function is immune protection.	ncit:C12745			
PD						Mandible	The lower jaw bone holding the lower teeth.	ncit:C12290			
PD						Maxilla	The upper jawbone in vertebrates; it is fused to the cranium.	ncit:C26470			
PD						Mediastinum	An anatomic site along the midline and under the sternum that contains the heart and pericardium, the bases of the great vessels, the trachea and bronchi, esophagus, thymus, lymph nodes, thoracic duct, phrenic and vagus nerves, and other structures and tissues.	ncit:C12748			
PD						Metacarpus	Any of the five bones between the wrist and the fingers that form the skeleton of the palm.	ncit:C12751			
PD						Metatarsus	A bone belonging to the middle part of the foot located between toes and ankle. There are 5 metatarsal bones and they are numbered from the medial side.	ncit:C12752			
PD						Nasal Bone	One of two small oblong bones placed side by side at the middle and upper part of the face.	ncit:C33157			
PD						Neck	The region that connects the head to the rest of the body.	ncit:C13063			
PD						Occipital Bone	The trapezoidal-shaped bone that forms the back and part of the base of the skull.	ncit:C12757			
PD						Parietal Bone	One of two cranial bones that by their union form the sides and roof of the skull.	ncit:C12766			
PD						Patella	A small flat triangular bone in front of the knee that articulates with the femur and protects the knee joint.	ncit:C33282			
PD						Pelvis	The bony, basin-shaped structure formed by the hipbones and the base of the backbone supporting the lower limbs in humans.	ncit:C12767			
PD						Radius Bone	The long bone of the forearm that extends from the lateral aspect of the elbow to the thumb-side of the wrist.	ncit:C12777			
PD						Retroperitoneum	Occurring in, or located in the retroperitoneum.	ncit:C28256			
PD						Rib	Any one of the paired bones, 12 on either side, extending from the thoracic vertebrae toward the median line on the ventral aspect of the trunk. The long curved bones which form the rib cage. Generally, ribs 1 to 7 are connected to the sternum by their costal cartilages and are called true ribs, whereas ribs 8 to 12 are termed false ribs.	ncit:C12782			
PD						Sacral Region	The triangular bone, made up of 5 fused bones of the spine, located in the lower area of the spine between the fifth lumbar vertebra and the coccyx.	ncit:C33508			
PD						Scalp	The skin which covers the top of the head and which is usually covered by hair.	ncit:C89807			
PD						Scapula	The flat triangle-shaped bone that connects the humerus with the clavicle in the back of the shoulder.	ncit:C12783			
PD						Shoulder	The region of the body between the neck and the upper arm.	ncit:C25203			
PD						Skull	The bones that form the head, made up of the bones of the braincase and face.	ncit:C12789			
PD						Sphenoid Bone	The butterfly-shaped bone located at the base of the skull that helps to form the orbit of the eye.	ncit:C12790			
PD						Spinal Cord	The elongated, approximately cylindrical part of the central nervous system of vertebrates that lies in the vertebral canal and from which the spinal nerves emerge.	ncit:C12464			
PD						Spine	A series of bones, muscles, tendons, and other tissues reaching from the base of the skull to the tailbone. The vertebral column forms the axis of the skeleton and encloses as well as protects the spinal cord and the fluid surrounding the spinal cord.	ncit:C12998			
PD						Sternum	The long, flat bone connecting with the cartilages of the first seven ribs and the clavicle.	ncit:C12793			
PD						Talus	The bone of the foot that connects with the tibia and fibula to form the ankle joint.	ncit:C52799			
PD						Tarsal Bone	Any one of the seven bones forming the instep of the foot.	ncit:C12796			
PD						Temporal Bone	A large irregular bone situated at the base and side of the skull, connected with the mandible via the temporomandibular joint. The temporal bone consists of the squamous, tympanic and petrous parts. The petrous portion of the temporal bone contains the vestibulocochlear organ of the inner ear.	ncit:C12797			
PD						Thigh	A part of the lower limb, located between hip and knee.	ncit:C33763			
PD						Thoracic Vertebra	One of 12 vertebrae in the human vertebral column. The thoracic vertebrae are situated between the seventh cervical vertebra down to the first lumbar vertebra.	ncit:C12798			
PD						Tibia	A bone located between the femur and the tarsus, being part of the lower leg.	ncit:C12800			
PD						Ulna	One of the bones that comprise the forearm. The largest aspect articulates with the humerus at the elbow joint and the smallest portion of the ulna articulates with the carpal bones in the wrist.	ncit:C12809			
PD						Upper Arm	The portion of the upper extremity between the shoulder and the elbow. For clinical purposes this term is also used to refer to the whole superior limb.	ncit:C32141			
PD						Upper Extremity	The region of the body that includes the arm, the forearm, and hand.	ncit:C12671			
PD						Wrist	A joint between the distal end of the radius and the proximal row of carpal bones.	ncit:C33894			
PD						Zygomatic Bone	The union at the zygomaticotemporal suture of the temporal process of the zygomatic one and zygomatic process of the temporal bone.	ncit:C33897			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	TUMOR_LATERALITY	Code	Mandatory	A qualifier for the side of the body the tumor findings assessment is performed.	ncit:C119931	_undefined_	_undefined_	_undefined_			
PD						Left	Being or located on or directed toward the side of the body to the west when facing north.	ncit:C25229	Note: Could be primary or metastatic tumor.		
PD						Right	Being or located on or directed toward the side of the body to the east when facing north.	ncit:C25228			
PD						Bilateral	Affecting both sides of the body or a matched pair of organs.	ncit:C13332			
PD						Midline	A medial line, especially the medial line or medial plane of the body (or some part of the body).	ncit:C81170			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	SITE_WITHIN_BONE	Code	Optional	The anatomic site within the long bone.	ncit:C174998	_undefined_	_undefined_	_undefined_			
PD						Distal	Situated farthest from a point of attachment or origin, as of a limb or bone; or directed away from the midline of the body.	ncit:C25237			
PD						Proximal	Situated nearest to a point of attachment or origin.	ncit:C25236			
PD						Epiphysis	The round end of the long bones.	ncit:C32529			
PD						Metaphysis	An area of a long bone located at the junction of the diaphysis and epiphysis, which harbors the epiphyseal plate in immature bones.	ncit:C52723			
PD						Diaphysis	The shaft of a long bone, located between the two epiphyses; it is cylindrical in shape, with walls of compact bone enclosing a central marrow cavity.	ncit:C32460			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	FRACTURE	Code	Optional	A traumatic injury to the bone in which the continuity of the bone is broken.	ncit:C3046	_undefined_	_undefined_	_undefined_			
PD						No	The non-affirmative response to a question.	ncit:C49487	Note: Linked to each individual site.		
PD						Yes	The affirmative response to a question.	ncit:C49488			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	LONGEST_DIAM_DIM1	Number	Mandatory	The longest possible length of a straight line passing through the center of a circular or spheroid object that connects two points on the circumference.	ncit:C96684	_undefined_	_undefined_	_undefined_			
VD	LONGEST_DIAM_DIM2	Number	Mandatory	The second longest possible length of a straight line passing through the center of a nearly circular or spheroid object that connects two points on the circumference.	ncit:C101702	_undefined_	_undefined_	_undefined_			
VD	LONGEST_DIAM_DIM3	Number	Mandatory	The third longest possible length of a straight line passing through the center of a nearly circular or spheroid object that connects two points on the circumference.	ncit:C101709	_undefined_	_undefined_	_undefined_			
VD	COMPUTED_VOLUME	Number	Optional	The International Electrotechnical Commission preferred expression of radiation dose in computed tomography (CT) dosimetry. It is calculated by averaging the radiation dose delivered over x,y and z directions and expressed in the SI unit of Gray (Gy).	ncit:C101138	_undefined_	_undefined_	_undefined_			
VD	ESTIMATED_VOLUME	Number	Optional	An estimate of the volume.	ncit:C174999	_undefined_	_undefined_	_undefined_			
VD	TUMOR_VOLUME	Code	Optional	The volume of tumor.	ncit:C94515	_undefined_	_undefined_	_undefined_			
PD						<200 mL	A finding of a tumor volume that is less than 200 milliters.	ncit:C175000			
PD						>=200 mL	A finding of a tumor volume that is equal to or greater than 200 milliters.	ncit:C175001			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	JOINT_INVOLVEMENT	Code	Optional	A finding indicating the spread of cancer to a joint.	ncit:C174453	_undefined_	_undefined_	_undefined_			
PD						No	The non-affirmative response to a question.	ncit:C49487			
PD						Yes	The affirmative response to a question.	ncit:C49488			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	NODAL_INVOLVEMENT	Code	Optional	A finding indicating the spread of cancer to regional or distant lymph node(s).	ncit:C35529	_undefined_	_undefined_	_undefined_			
PD						No	The non-affirmative response to a question.	ncit:C49487			
PD						Yes	The affirmative response to a question.	ncit:C49488			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	SKIP_LESION	Code	Optional	A benign or malignant pathologic process which is patchy and skips areas which are normal (uninvolved by the pathologic process).	ncit:C174454	_undefined_	_undefined_	_undefined_			
PD						No	The non-affirmative response to a question.	ncit:C49487			
PD						Yes	The affirmative response to a question.	ncit:C49488			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	IPSILATERAL_NODULES	Code	Optional	A metastatic tumor nodule located in the same side of the organ in which the primary tumor occurred.	ncit:C174455	_undefined_	_undefined_	_undefined_			
PD						No	The non-affirmative response to a question.	ncit:C49487			
PD						Yes	The affirmative response to a question.	ncit:C49488			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	PLEURAL_EFFUSION	Code	Optional	Increased amounts of fluid within the pleural cavity. Symptoms include shortness of breath, cough, and chest pain. It is usually caused by lung infections, congestive heart failure, pleural and lung tumors, connective tissue disorders, and trauma.	ncit:C3331	_undefined_	_undefined_	_undefined_			
PD						No	The non-affirmative response to a question.	ncit:C49487			
PD						Yes	The affirmative response to a question.	ncit:C49488			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	PLEURAL_CYTOLOGY	Code	Optional	An examination of cells obtained from a sample of pleural fluid.	ncit:C175002	_undefined_	_undefined_	_undefined_			
PD						Negative	A finding of normality following an examination or investigation looking for the presence of a microorganism, disease, or condition.	ncit:C38757			
PD						Positive	A finding of abnormality following an examination or observation confirming something, such as the presence of a disease, condition, or microorganism.	ncit:C38758			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	PERITONEAL_EFFUSION	Code	Optional	The abnormal collection of fluid in the peritoneal cavity resulting in ascites.	ncit:C34402	_undefined_	_undefined_	_undefined_			
PD						No	The non-affirmative response to a question.	ncit:C49487			
PD						Yes	The affirmative response to a question.	ncit:C49488			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	PERITONEAL_CYTOLOGY	Code	Optional	An examination of cells obtained from a sample of peritoneal fluid.	ncit:C175524	_undefined_	_undefined_	_undefined_			
PD						Negative	A finding of normality following an examination or investigation looking for the presence of a microorganism, disease, or condition.	ncit:C38757			
PD						Positive	A finding of abnormality following an examination or observation confirming something, such as the presence of a disease, condition, or microorganism.	ncit:C38758			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	EXTENSION_SITE	Code	Optional	The anatomical location where metastasis was detected.	ncit:C172233	_undefined_	_undefined_	_undefined_			
PD						Abdominal Wall	The tissues that surround the organs that are present within the abdominal cavity. The abdominal wall tissue is composed of layers of fat, parietal peritoneum, fascia, and muscles.	ncit:C28256			
PD						Acetabulum	Two cup shaped areas, one each on the lateral side of the lower pelvis that house the head of the femur to form the ball and socket joint of the hip.	ncit:C32042			
PD						Ankle	A gliding joint between the distal ends of the tibia and fibula and the proximal end of the talus.	ncit:C32078			
PD						Axilla	The underside concavity where the arm and the shoulder are joined.	ncit:C12674			
PD						Buttock	Either of the fleshy mounds in the rear pelvic area of the human body formed by the gluteal muscles.	ncit:C89806			
PD						Calcaneum	The irregular and largest tarsal bone that forms the heel.	ncit:C32250			
PD						Carpal Bone	Any of the small bones of the wrist joint, located between the radius and the ulna and the metacarpus.	ncit:C12688			
PD						Cervical Vertebra	Any one of the seven vertebrae that start with C1, connecting the skull to the spine, and ends with C7, which joins the cervical with the thoracic spine.	ncit:C12693			
PD						Chest wall	The total system of structures outside the lungs that move as a part of breathing; it includes all structures from the skin to the parietal pleura.	ncit:C62484			
PD						Clavicle	One of a pair of bones linking the scapula and the sternum. The clavicle is part of the pectoral girdle.	ncit:C12695			
PD						Cranium	The bones that form the head, made up of the bones of the braincase and face.	ncit:C12789			
PD						Elbow	A type of hinge joint located between the forearm and upper arm.	ncit:C32497			
PD						Face	The anterior portion of the head extending from the forehead to the chin and ear to ear. The facial structures contain the eyes, nose and mouth, cheeks and jaws.	ncit:C13071			
PD						Femur	The upper leg bone positioned between the pelvis and the knee.	ncit:C12717			
PD						Fibula	The small, lateral calf bone extending from the knee to the ankle.	ncit:C12718			
PD						Finger	Any of the digits of the hand.	ncit:C32608			
PD						Foot	The structure found below the ankle joint required for locomotion.	ncit:C32622			
PD						Forearm	The structure on the upper limb, between the elbow and the wrist.	ncit:C32628			
PD						Hand	The distal portion of the upper extremity. It consists of the carpus, metacarpus, and digits.	ncit:C32712			
PD						Hip/Inguinal Region	The lateral prominence of the pelvis from the waist to the thigh.	ncit:C64193			
PD						Humerus	The upper arm bone between the shoulder and elbow.	ncit:C12731			
PD						Intra-abdominal	The lower region of the anterior abdominal wall located laterally to the pubic region.	ncit:C12726			
PD						Intraspinal	Within the spine.	ncit:C96908			
PD						Ischium	The most posterior and ventral bone making up the pelvis.	ncit:C32884			
PD						Kidney	One of the two bean-shaped organs located on each side of the spine in the retroperitoneum. The right kidney is located below the liver and the left kidney below the diaphragm. The kidneys filter and secret the metabolic products and minerals from the blood, thus maintaining the homeostasis. On the superior pole of each kidney there is an adrenal gland. Each kidney and adrenal gland is surrounded by fat.	ncit:C12415			
PD						Knee	A joint connecting the lower part of the femur with the upper part of the tibia. The lower part of the femur and the upper part of the tibia are attached to each other by ligaments. Other structures of the knee joint include the upper part of the fibula, located below and parallel to the tibia, and the patella which moves as the knee bends.	ncit:C32898			
PD						Leg	One of the two lower extremities in humans used for locomotion and support.	ncit:C32974			
PD						Lumbar Vertebra	One of the five bones situated between the thoracic vertebrae and the sacrum in the lower part of the spine.	ncit:C12744			
PD						Mandible	The lower jaw bone holding the lower teeth.	ncit:C12290			
PD						Maxilla	The upper jawbone in vertebrates; it is fused to the cranium.	ncit:C26470			
PD						Metacarpus	Any of the five bones between the wrist and the fingers that form the skeleton of the palm.	ncit:C12751			
PD						Metatarsus	A bone belonging to the middle part of the foot located between toes and ankle. There are 5 metatarsal bones and they are numbered from the medial side.	ncit:C12752			
PD						Neck	The region that connects the head to the rest of the body.	ncit:C13063			
PD						Pelvis	The bony, basin-shaped structure formed by the hipbones and the base of the backbone supporting the lower limbs in humans.	ncit:C12767			
PD						Radius Bone	The long bone of the forearm that extends from the lateral aspect of the elbow to the thumb-side of the wrist.	ncit:C12777			
PD						Retroperitoneum	The back of the abdomen where the kidneys lie and the great blood vessels run.	ncit:C28256			
PD						Rib	Any one of the paired bones, 12 on either side, extending from the thoracic vertebrae toward the median line on the ventral aspect of the trunk. The long curved bones which form the rib cage. Generally, ribs 1 to 7 are connected to the sternum by their costal cartilages and are called true ribs, whereas ribs 8 to 12 are termed false ribs.	ncit:C12782			
PD						Sacral Region	The triangular bone, made up of 5 fused bones of the spine, located in the lower area of the spine between the fifth lumbar vertebra and the coccyx.	ncit:C33508			
PD						Scalp	The skin which covers the top of the head and which is usually covered by hair.	ncit:C89807			
PD						Scapula	The flat triangle-shaped bone that connects the humerus with the clavicle in the back of the shoulder.	ncit:C12783			
PD						Shoulder	The region of the body between the neck and the upper arm.	ncit:C25203			
PD						Sternum	The long, flat bone connecting with the cartilages of the first seven ribs and the clavicle.	ncit:C12793			
PD						Talus	The bone of the foot that connects with the tibia and fibula to form the ankle joint.	ncit:C52799			
PD						Thigh	A part of the lower limb, located between hip and knee.	ncit:C33763			
PD						Thoracic Vertebra	One of 12 vertebrae in the human vertebral column. The thoracic vertebrae are situated between the seventh cervical vertebra down to the first lumbar vertebra.	ncit:C12798			
PD						Tibia	A bone located between the femur and the tarsus, being part of the lower leg.	ncit:C12800			
PD						Toe	One of the terminal digits of the foot.	ncit:C33788			
PD						Ulna	One of the bones that comprise the forearm. The largest aspect articulates with the humerus at the elbow joint and the smallest portion of the ulna articulates with the carpal bones in the wrist.	ncit:C12809			
PD						Upper Arm	The portion of the upper extremity between the shoulder and the elbow. For clinical purposes this term is also used to refer to the whole superior limb.	ncit:C32141			
PD						Wrist	A joint between the distal end of the radius and the proximal row of carpal bones.	ncit:C33894			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
											
											
DD	Disease Attributes										
TD	Histology										
TG	One row per subject per histologic assessment										
VD	AGE_AT_HIST_ASSESSMENT	Number	Mandatory	Age of subject (in days) at histology assessment.	ncit:C175004	_undefined_	_undefined_	_undefined_			
VD	DISEASE_PHASE	Code	Mandatory	The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_			
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813			
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155			
PD						Progression	The worsening of a disease over time.	ncit:C17747			
PD						Relapse/Progression	Either the return of the disease or the progression of the disease.	ncit:C174991			
VD	DISEASE_PHASE_NUMBER	Number	Mandatory	The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_			
VD	COURSE	Code	Mandatory	The type of protocol treatment course administered.	ncit:C168807	_undefined_	_undefined_	_undefined_			
PD						Induction	The first choice of treatment for a particular type of cancer.	ncit:C158876			
PD						Consolidation	Treatment that is given after initial therapy to kill any remaining cancer cells.	ncit:C15679			
PD						Maintenance	Continuation of treatment for an extended period of time to prevent relapse.	ncit:C15688			
VD	COURSE_NUMBER	Number	Mandatory	The number assigned to a course of therapeutic agent administration, indicating where a particular course of treatment falls within a sequence of treatments.	ncit:C166235	_undefined_	_undefined_	_undefined_			
VD	HISTOLOGY	Code	Optional	The study of the structure of the cells and their arrangement to constitute tissues and, finally, the association among these to form organs. In pathology, the microscopic process of identifying normal and abnormal morphologic characteristics in tissues, by employing various cytochemical and immunocytochemical stains.	ncit:C16681	_undefined_	_undefined_	_undefined_			
PD						Undifferentiated Ewing Tumor	An undifferentiated soft tissue sarcoma characterized by the presence of uniform round or ovoid malignant cells with a high nuclear to cytoplasmic ratio.	ncit:C121799	Note: If multiple histology assessments, include one histology finding.		
PD						Neuro-Differentiated Ewing Tumor	A small round cell tumor with neural differentiation arising from the soft tissues or bone.	ncit:C9341			
PD						Large Cell Ewing Tumor	Ewing sarcoma characterized by the presence of large malignant cells with prominent nucleoli and irregular contours.	ncit:C174456			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
											
											
DD	Testing										
TD	Vitals										
TG	One row per subject per vital record										
VD	AGE_AT_VITALS	Number	Mandatory	Age of subject (in days) when vital signs were recorded.	ncit:C168845	_undefined_	_undefined_	_undefined_			
VD	DISEASE_PHASE	Code	Mandatory	The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_			
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813			
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155			
PD						Progression	A clinical, pathologic, and/or molecular finding indicating that the course of a disease is worsening in terms of extent or severity.	ncit:C35571			
PD						Relapse/Progression	Either the return of the disease or the progression of the disease.	ncit:C174991			
VD	DISEASE_PHASE_NUMBER	Number	Mandatory	The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_			
VD	COURSE	Code	Mandatory	The type of protocol treatment course administered.	ncit:C168807	_undefined_	_undefined_	_undefined_			
PD						Induction	The first choice of treatment for a particular type of cancer.	ncit:C158876			
PD						Consolidation	Treatment that is given after initial therapy to kill any remaining cancer cells.	ncit:C15679			
PD						Maintenance	Continuation of treatment for an extended period of time to prevent relapse.	ncit:C15688			
VD	COURSE_NUMBER	Number	Mandatory	The number assigned to a course of therapeutic agent administration, indicating where a particular course of treatment falls within a sequence of treatments.	ncit:C166235	_undefined_	_undefined_	_undefined_			
VD	VITALS_TEST	Code	Optional	The act of assessing an individual's current temperature, heart rate, respiratory rate, pulse oxygenation, and blood pressure.	ncit:C49672	_undefined_	_undefined_	_undefined_			
PD						Weight	The vertical force exerted by a mass as a result of gravity.	ncit:C25208	Note: BMI should only be what is reported on CRF, not calculated from weight and height when submitting data to the PCDC		
PD						Height	The vertical measurement or distance from the base to the top of an object; the vertical dimension of extension.	ncit:C25347			
PD						BMI	An individual's weight in kilograms divided by the square of the height in meters.	ncit:C16358			
PD						BSA	A measure of the 2-dimensional extent of the body surface (i.e., the skin). Body surface area (BSA) can be calculated by mathematical formula or from a chart that relates height to weight. BSA is often an important factor in dosing.	ncit:C25157			
VD	VITALS_RESULT	String	Optional	The outcome of the vital signs assessment.	ncit:C83108	_undefined_	_undefined_	_undefined_			
VD	VITALS_RESULT_NUMERIC	Number	Optional	The numeric values of the vital signs.	ncit:C173268	_undefined_	_undefined_	_undefined_			
VD	VITALS_RESULT_UNIT	Code	Optional	The unit used to record and describe the result of a test investigating a vital sign.	ncit:C49675	_undefined_	_undefined_	_undefined_			
PD						kg	A basic SI unit of mass. It is defined as the mass of an international prototype in the form of a platinum-iridium cylinder kept at Sevres in France. A kilogram is equal to 1,000 grams and 2.204 622 6 pounds.	ncit:C28252	Note: Only fill in this variable if a numeric result is provided in VITALS_RESULT_NUMERIC.		
PD						cm	A basic unit of length in the former CGS version of metric system, equal to one hundredth of a meter or approximately 0.393 700 787 inch.	ncit:C49668			
PD						m2	A SI unit of area measurement equal to a square whose sides are one meter long. Square meter is equal to 10,000 square centimeters; 0.01 are; 1.196 square yards; 10.76 square feet; 1550 square inches.	ncit:C42569			
PD						kg/m2	The SI derived unit of spread rate of a substance by mass, used also as a measure of area density and as a dose calculation unit.	ncit:C49671			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
											
											
DD	Testing										
TD	Labs										
TG	One row per subject per lab result										
VD	AGE_AT_LAB	Number	Mandatory	Age of subject (in days) at laboratory assessment.	ncit:C175005	_undefined_	_undefined_	_undefined_			
VD	DISEASE_PHASE	Code	Mandatory	The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_			
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813			
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155			
PD						Progression	A clinical, pathologic, and/or molecular finding indicating that the course of a disease is worsening in terms of extent or severity.	ncit:C35571			
PD						Relapse/Progression	Either the return of the disease or the progression of the disease.	ncit:C174991			
VD	DISEASE_PHASE_NUMBER	Number	Mandatory	The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_			
VD	COURSE	Code	Mandatory	The type of protocol treatment course administered.	ncit:C168807	_undefined_	_undefined_	_undefined_			
PD						Induction	The first choice of treatment for a particular type of cancer.	ncit:C158876			
PD						Consolidation	Treatment that is given after initial therapy to kill any remaining cancer cells.	ncit:C15679			
PD						Maintenance	Continuation of treatment for an extended period of time to prevent relapse.	ncit:C15688			
VD	COURSE_NUMBER	Number	Mandatory	The number assigned to a course of therapeutic agent administration, indicating where a particular course of treatment falls within a sequence of treatments.	ncit:C166235	_undefined_	_undefined_	_undefined_			
VD	LAB_TEST	Code	Optional	A character or string that represents the full name of the laboratory assessment.	ncit:C117142	_undefined_	_undefined_	_undefined_			
PD						ESR	A quantitative measurement of the distance that red blood cells travel in one hour in a sample of unclotted blood.	ncit:C74611			
PD						LDH	A quantitative measurement of the amount of lactate dehydrogenase present in a sample.	ncit:C64855			
VD	LAB_SPEC_TYPE	Code	Optional	The type of a material sample taken from a biological entity for laboratory testing.	ncit:C83315	_undefined_	_undefined_	_undefined_			
PD						Blood	A small volume of blood removed for testing or storage.	ncit:C17610			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	LAB_RESULT	String	Optional	Lab Test Result	ncit:C36292	_undefined_	_undefined_	_undefined_			
