PD						Stage IB	Stage IB includes: (pT2, N0, M0, S0); (pT3, N0, M0, S0); (pT4, N0, M0, S0). pT2: Tumor limited to the testis and epididymis with vascular/lymphatic invasion, or tumor extending through the tunica albuginea with involvement of the tunica vaginalis. pT3: Tumor invades the spermatic cord with or without vascular/lymphatic invasion. pT4: Tumor invades the scrotum with or without vascular/lymphatic invasion. N0: No regional lymph node metastasis. M0: No distant metastasis. S0: Marker study levels within normal limits. (AJCC 6th and 7th eds.)	ncit:C6362
PD						Stage IS	Stage IS includes: Any pT/TX, N0, M0, S1-3. pTX: Primary tumor cannot be assessed. N0: No regional lymph node metastasis. M0: No distant metastasis. S1: LDH less than 1.5 x N (N indicates the upper limit of normal for the LDH assay) and hCG less than 5,000 and AFP less than 1,000. S2: LDH 1.5-10 x N or hCG 5,000-50,000 or AFP 1,000-10,000. S3: LDH more than 10 x N or hCG more than 50,000 or AFP more than 10,000. (AJCC 6th and 7th eds.)	ncit:C6363
PD						Stage II	Stage II includes: Any pT/TX, N1-3, M0, SX. pTX: Primary tumor cannot be assessed. N1: Metastasis with a lymph node mass 2 cm or less in greatest dimension; or multiple lymph nodes, none more than 2cm in greatest dimension. N2: Metastasis with a lymph node mass more than 2 cm but not more than 5 cm in greatest dimension; or multiple lymph nodes, any one mass greater than 2 cm but not more than 5 cm in greatest dimension. N3: Metastasis with a lymph node mass more than 5 cm in greatest dimension. M0: No distant metastasis. SX: Marker studies not available or not performed. (AJCC 6th and 7th eds.)	ncit:C9073
PD						Stage IIA	Stage IIA includes: (Any pT/TX, N1, M0, S0); (Any pT/TX, N1, M0, S1). TX: Testicular cancer in which the primary tumor cannot be assessed. N1: Testicular cancer with metastasis with a lymph node mass 2 cm or smaller in greatest dimension and less than or equal to five nodes positive, none larger than 2 cm in greatest dimension. M0: Testicular cancer without evidence of distant metastasis. S0: Marker study levels within normal limits. S1: LDH less than 1.5 x N and hCG (mlU/mL) less than 5,000 and AFP (ng/mL) less than 1,000. N indicates the upper limit of normal for the LDH assay. (AJCC 8th ed.)	ncit:C6364
PD						Stage IIB	Stage IIB includes: (Any pT/TX, N2, M0, S0); (Any pT/TX, N2, M0, S1). pTX: Primary tumor cannot be assessed. N2: Metastasis with a lymph node mass more than 2 cm but not more than 5 cm in greatest dimension; or multiple lymph nodes, any one mass greater than 2 cm but not more than 5 cm in greatest dimension. M0: No distant metastasis. S0: Marker study levels within normal limits. S1: LDH less than 1.5 x N (N indicates the upper limit of normal for the LDH assay) and hCG less than 5,000 and AFP less than 1,000. (AJCC 6th and 7th eds.)	ncit:C6365
PD						Stage IIC	Stage IIC includes: (Any pT/TX, N3, M0, S0); (Any pT/TX, N3, M0, S1). pTX: Primary tumor cannot be assessed. N3: Metastasis with a lymph node mass more than 5 cm in greatest dimension. M0: No distant metastasis. S0: Marker study levels within normal limits. S1: LDH less than 1.5 x N (N indicates the upper limit of normal for the LDH assay) and hCG less than 5,000 and AFP less than 1,000. (AJCC 6th and 7th eds.)	ncit:C6366
PD						Stage III	Stage III includes: Any pT/TX, Any N, M1, SX. M1: Distant metastasis. SX: Marker studies not available or not performed. (AJCC 6th and 7th eds.)	ncit:C9074
PD						Stage IIIA	Stage IIIA includes: (Any pT/TX, Any N, M1a, S0); (Any pT/TX, Any N, M1a, S1). M1a: Non-regional nodal or pulmonary metastasis. S0: Marker study levels within normal limits. S1: LDH less than 1.5 x N (N indicates the upper limit of normal for the LDH assay) and hCG less than 5,000 and AFP less than 1,000. (AJCC 6th and 7th eds.)	ncit:C6369
PD						Stage IIIB	Stage IIIB includes: (Any pT/TX, N1-3, M0, S2); (Any pT/TX, Any N, M1a, S2). N1: Metastasis with a lymph node mass 2 cm or less in greatest dimension; or multiple lymph nodes, none more than 2cm in greatest dimension. N2: Metastasis with a lymph node mass more than 2 cm but not more than 5 cm in greatest dimension; or multiple lymph nodes, any one mass greater than 2 cm but not more than 5 cm in greatest dimension. N3: Metastasis with a lymph node mass more than 5 cm in greatest dimension. M0: No distant metastasis. M1a: Non-regional nodal or pulmonary metastasis. S2: LDH 1.5-10 x N (N indicates the upper limit of normal for the LDH assay) or hCG 5,000-50,000 or AFP 1,000-10,000. (AJCC 6th and 7th eds.)	ncit:C6368
PD						Stage IIIC	Stage IIIC includes: (Any pT/TX, N1-3, M0, S3); (Any pT/TX, Any N, M1a, S3); (Any pT/TX, Any N, M1b, Any S). N1: Metastasis with a lymph node mass 2 cm or less in greatest dimension; or multiple lymph nodes, none more than 2cm in greatest dimension. N2: Metastasis with a lymph node mass more than 2 cm but not more than 5 cm in greatest dimension; or multiple lymph nodes, any one mass greater than 2 cm but not more than 5 cm in greatest dimension. N3: Metastasis with a lymph node mass more than 5 cm in greatest dimension. M0: No distant metastasis. M1a: Non-regional nodal or pulmonary metastasis. M1b: Distant metastasis other than to non-regional lymph nodes and lung. S3: LDH more than 10 x N (N indicates the upper limit of normal for the LDH assay) or hCG more than 50,000 or AFP more than 10,000. (AJCC 6th and 7th eds.)	ncit:C6367
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998
PD						Not Reported	Not provided or available.	ncit:43234


DD	Disease Attributes
TD	Histology
TG	One row per subject per histologic assessment
VD	AGE_AT_HIST_ASSESSMENT	Number		Age of subject (in days) at histology assessment.	ncit:C175004	_undefined_	_undefined_	_undefined_
VD	DISEASE_PHASE	Code		The stage or period of an individual's disease.	ncit:168878	_undefined_	_undefined_	_undefined_
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:156813	Note: Disease phase could be "Initial Diagnosis" phase, "Relapse" phase, etc...
PD						Relapse	The return of a disease after a period of remission.	ncit:38155
VD	DISEASE_PHASE_NUMBER	Number		The number of the disease phase.	ncit:173258	_undefined_	_undefined_	_undefined_
VD	HIST_ASSESSMENT_REVIEW	Code		The name of the institution or  central histological assessment.	ncit:C177360	_undefined_	_undefined_	_undefined_
PD						Institutional	An established society, corporation, foundation or other organization founded and united for a specific purpose, e.g. for health-related research; also used to refer to a building or buildings occupied or used by such organization.	ncit:C41206
PD						Central	Clinical trial conducted according to a single protocol but at more than one site and, therefore, carried out by more than one investigator.	ncit:C16104
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998
PD						Not Reported	Not provided or available.	ncit:43234
VD	HISTOLOGY	Code		The study of the structure of the cells and their arrangement to constitute tissues and, finally, the association among these to form organs. In pathology, the microscopic process of identifying normal and abnormal morphologic characteristics in tissues, by employing various cytochemical and immunocytochemical stains.	ncit:16681	_undefined_	_undefined_	_undefined_
PD						Seminoma/Dysgerminoma/Germinoma	A term that refers to germinoma, seminoma, or dysgerminoma.	ncit:C121618	Note: If multiple histology assessments, include one observation per histological finding.
PD						Embryonal Carcinoma	A non-seminomatous malignant germ cell tumor characterized by the presence of large germ cells with abundant cytoplasm resembling epithelial cells, geographic necrosis, high mitotic activity, and pseudoglandular and pseudopapillary structures formation. It can arise from the testis, ovary, and extragonadal sites (central nervous system and mediastinum).	ncit:C3752
PD						Yolk Sac Tumor	A non-seminomatous malignant germ cell tumor composed of primitive germ cells. It is the most common malignant germ cell tumor in the pediatric population. It occurs in the infant testis, ovary, sacrococcygeal region, vagina, uterus, prostate, abdomen, liver, retroperitoneum, thorax, and pineal/third ventricle. The tumor mimics the yolk sac of the embryo and produces alpha-fetoprotein (AFP). Treatment includes: surgical resection, radiation, and chemotherapy. This tumor is very responsive to chemotherapy regimens that include cisplatinum.	ncit:C3011
PD						Choriocarcinoma	An aggressive malignant tumor arising from trophoblastic cells. The vast majority of cases arise in the uterus and represent gestational choriocarcinomas that derive from placental trophoblastic cells. Approximately half of the cases develop from a complete hydatidiform mole. A minority of cases arise in the testis or the ovaries. There is often marked elevation of human chorionic gonadotropin (hCG) in the blood. Choriocarcinomas disseminate rapidly through the hematogenous route; the lungs are most frequently affected.	ncit:C2948
PD						Mature Teratoma	A teratoma which may be cystic; it is composed entirely of well differentiated, adult-type mature tissues, without evidence of fetal-type immature tissues (grade 0 teratoma).	ncit:C9015
PD						Immature Teratoma	A teratoma characterized by the presence of an extensive component of immature, fetal-type tissues.	ncit:C4286
PD						Gonadoblastoma	A mixed germ cell/sex cord-stromal tumor characterized by the presence of large germ cells which resemble seminoma cells and small cells which resemble Sertoli or granulosa cells. It occurs in the testis and the ovary and is identified in children and adults. It is often associated with gonadal dysgenesis and abnormal karyotype.	ncit:C3754
PD						Somatic Malignancy	A teratoma which is characterized by morphologic transformation to malignancy and an aggressive clinical course. The malignant component most often is sarcomatous or carcinomatous.	ncit:C4289
PD						Necrotic Tumor	Necrotic Neoplasm	ncit:C36029
PD						Teratoma, Not Otherwise Specified	A non-seminomatous germ cell tumor characterized by the presence of various tissues which correspond to the different germinal layers (endoderm, mesoderm, and ectoderm). It occurs in the testis, ovary, and extragonadal sites including central nervous system, mediastinum, lung, and stomach. According to the level of differentiation of the tissues which comprise the tumor, teratomas are classified as benign (grade 0 or 1), immature (grade 2), and malignant (grade 3). Grade 0 teratomas contain only mature elements; grade 1 teratomas have a limited degree of immaturity; grade 2 teratomas have a more extensive degree of immaturity; grade 3 teratomas are composed exclusively of immature tissues. The prognosis depends on patient age, tumor size and grade, and stage.	ncit:C3403
PD						Mixed Germ Cell Tumor	A malignant germ cell tumor characterized by the presence of at least two different germ cell tumor components. The different germ cell tumor components include choriocarcinoma, embryonal carcinoma, yolk sac tumor, teratoma, and seminoma. It occurs in the ovary, testis, and extragonadal sites including central nervous system and mediastinum.	ncit:C4290
PD						Malignant Teratoma	A teratoma composed exclusively of immature tissues.	ncit:C4287
PD						Seminoma	A radiosensitive malignant germ cell tumor found in the testis (especially undescended), and extragonadal sites (anterior mediastinum and pineal gland). It is characterized by the presence of uniform cells with clear or dense cytoplasm which contains glycogen, and by a large nucleus which contains one or more nucleoli. The neoplastic germ cells form aggregates separated by fibrous septa. The fibrous septa contain chronic inflammatory cells, mainly lymphocytes.	ncit:C9309
PD						Dysgerminoma	A malignant germ cell tumor characterized by the presence of a monotonous primitive germ cell population. The neoplastic cells form aggregates and have an abundant pale cytoplasm and uniform nuclei. The aggregates of the germ cells are separated by fibrous septa which contain inflammatory cells, mostly T-lymphocytes. It arises primarily in the ovaries, but can occur both primarily and secondarily at other sites, particularly the central nervous system. It responds to chemotherapy and radiotherapy. Its prognosis is related to the tumor stage.	ncit:C2996
PD						Germinoma	A malignant germ cell tumor arising in the central nervous system. It is characterized by the presence of primitive, large malignant germ cells and lymphocytes.	ncit:C3753
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998
PD						Not Reported	Not provided or available.	ncit:43234
VD	TUMOR_SITE	Code		The anatomic site of the tumor.	ncit:C157120	_undefined_	_undefined_	_undefined_		New VD
PD						Ascitic Fluid	A biospecimen of ascitic fluid.	ncit:C159203	Note: If there were multiple primary sites, include one observation per primary site.	New PD
PD						Bone	Connective tissue that forms the skeletal components of the body.	ncit:C12366		New PD
PD						Brain	An organ composed of grey and white matter containing billions of neurons that is the center for intelligence and reasoning. It is protected by the bony cranium.	ncit:C12439		New PD
PD						Cerebrospinal Fluid	The fluid that is contained within the brain ventricles, the subarachnoid space and the central canal of the spinal cord.	ncit:C12692		New PD
PD						Frontal Cortex	The part of the brain located anterior to the parietal lobes at the front of each cerebral hemisphere.	ncit:C32635		New PD
PD						Head and Neck	For oncology, an area of the body generally construed to comprise the base of skull and facial bones, sinuses, orbits, salivary glands, oral cavity, oropharynx, larynx, thyroid, facial and neck musculature and lymph nodes draining these areas.	ncit:C12418		New PD
PD						Liver	A triangular-shaped organ located under the diaphragm in the right hypochondrium. It is the largest internal organ of the body, weighting up to 2 kg. Metabolism and bile secretion are its main functions. It is composed of cells which have the ability to regenerate.	ncit:C12392		New PD
PD						Lung	One of a pair of viscera occupying the pulmonary cavities of the thorax, the organs of respiration in which aeration of the blood takes place. As a rule, the right lung is slightly larger than the left and is divided into three lobes (an upper, a middle, and a lower or basal), while the left has two lobes (an upper and a lower or basal). Each lung is irregularly conical in shape, presenting a blunt upper extremity (the apex), a concave base following the curve of the diaphragm, an outer convex surface (costal surface), an inner or mediastinal surface (mediastinal surface), a thin and sharp anterior border, and a thick and rounded posterior border.	ncit:C12468		New PD
PD						Mediastinum	A group of organs surrounded by loose connective tissue, separating the two pleural sacs, between the sternum anteriorly and the vertebral column posteriorly as well as from the thoracic inlet superiorly to the diaphragm inferiorly. The mediastinum contains the heart and pericardium, the bases of the great vessels, the trachea and bronchi, esophagus, thymus, lymph nodes, thoracic duct, phrenic and vagus nerves, and other structures and tissues.	ncit:C12748		New PD
PD						Occipital Cortex	One of the four regions of cortex in each cerebral hemisphere. It is located posterior to the temporal lobe and inferior to the parietal lobe.	ncit:C12757		New PD
PD						Peritoneum	The tissue that lines the wall of the abdominal cavity, intestine, mesentery, and pelvic organs. It consists of the parietal peritoneum and the visceral peritoneum.	ncit:C12770		New PD
PD						Omentum	A fold of peritoneum originating at the stomach and supporting the viscera.	ncit:C33209		New PD
PD						Ovary	One of the paired female reproductive glands containing the ova or germ cells; the ovary's stroma is a vascular connective tissue containing numbers of ovarian follicles enclosing the ova.	ncit:C12404		New PD
PD						Parietal Cortex	One of the lobes of the cerebral hemisphere located superiorly to the occipital lobe and posteriorly to the frontal lobe. Cognition and visuospatial processing are its main functions.	ncit:C12766		New PD
PD						Pineal	A small endocrine gland in the brain, situated beneath the back part of the corpus callosum, that secretes melatonin.	ncit:C12398		New PD
PD						Retroperitoneum	The back of the abdomen where the kidneys lie and the great blood vessels run.	ncit:C28256		New PD
PD						Sacrococcygeal	The triangular bone, made up of 5 fused bones of the spine, located in the lower area of the spine between the fifth lumbar vertebra and the coccyx.	ncit:C33506		New PD
PD						Spinal Cord	The elongated, approximately cylindrical part of the central nervous system of vertebrates that lies in the vertebral canal and from which the spinal nerves emerge.	ncit:C12464		New PD
PD						Spine	A series of bones, muscles, tendons, and other tissues reaching from the base of the skull to the tailbone. The vertebral column forms the axis of the skeleton and encloses as well as protects the spinal cord and the fluid surrounding the spinal cord.	ncit:C12998		New PD
PD						Suprasellar/Neurohypophyseal	The anatomical region which includes the sella turcica, pituitary gland, ventral adenohypophysis and dorsal neurohypophysis.	ncit:C177357		New PD
PD						Temporal Cortex	One of the cerebral lobes. It is located inferior to the frontal and parietal lobes and anterior to the occipital lobe.	ncit:C12797		New PD
PD						Testis	Either of the paired male reproductive glands that produce the male germ cells and the male hormones.	ncit:C12412		New PD
PD						Thalamus	An ovoid mass composed predominantly of gray substance and associated laminae of white substance. The thalamus is divided into anterior, medial, and lateral parts. The function of the thalamus is to relay sensory impulses and cerebellar and basal ganglia projections to the cerebral cortex. The thalamus is positioned within the posterior part of the diencephalon forming most of each lateral wall of the third ventricle.	ncit:C12459		New PD
PD						Vagina	The female genital canal, extending from the uterus to the vulva.	ncit:C12407		New PD
PD						Cervix Lymph Node				New PD
PD						Mediastinal Lymph Node		ncit:C33073		New PD
PD						Omentum Lymph Node				New PD
PD						Pelvic Lymph Node		ncit:C12363		New PD
PD						Retroperitoneum Lymph Node				New PD
PD						Lymph Node				New PD
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998		New PD
PD						Not Reported	Not provided or available.	ncit:C43234		New PD
VD	HISTOLOGY_RESULT	String		The percentage of tumor tissue in a sample.	ncit:C166246	_undefined_	_undefined_	_undefined_
VD	HISTOLOGY_RESULT_NUMERIC	Number		The numeric value for the histology result.	ncit:C177361	_undefined_	_undefined_	_undefined_
VD	HISTOLOGY_RESULT_UNIT	Code		The unit being used as the measurement for the histology test.	ncit:C177362	_undefined_	_undefined_	_undefined_
PD						%	A unit for expressing a number as a fraction of hundred (on the basis of a rate or proportion per hundred).	ncit:C48570
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998
PD						Not Reported	Not provided or available.	ncit:43234
VD	HIST_ICD_O_MORPH	String		Codes for the histologic type of the tumor being reported using ICD-O.	ncit:C176985	_undefined_	_undefined_	_undefined_
VD	HISTOLOGY_GRADE	Code		The degree of abnormality of cancer cells, a measure of differentiation, the extent to which cancer cells are similar in appearance and function to healthy cells of the same tissue type. The degree of differentiation often relates to the clinical behavior of the particular tumor. Based on the microscopic findings, tumor grade is commonly described by one of four degrees of severity. Histopathologic grade of a tumor may be used to plan treatment and estimate the future course, outcome, and overall prognosis of disease. Certain types of cancers, such as soft tissue sarcoma, primary brain tumors, lymphomas, and breast have special grading systems.	ncit:C18000	_undefined_	_undefined_	_undefined_
PD						Grade 1	A morphologic qualifier indicating that a cancerous lesion is well differentiated.	ncit:C28077	Note: Only associated with Mature Teratoma.
PD						Grade 2	A morphologic qualifier indicating that a cancerous lesion is moderately differentiated.	ncit:C28078
PD						Grade 3	A morphologic qualifier indicating that a cancerous lesion is poorly differentiated.	ncit:C28079
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998
PD						Not Reported	Not provided or available.	ncit:43234
VD	MATURE_GLIAL_IMPLANTS	Code		A nodule of mature glial tissue that develops in the peritoneum. It is usually accompanied by mature or immature ovarian teratoma.	ncit:C177363	_undefined_	_undefined_	_undefined_
PD						No	The non-affirmative response to a question.	ncit:C49487	Note: Only associated with Mature Teratoma.
PD						Yes	The affirmative response to a question.	ncit:C49488
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998
PD						Not Reported	Not provided or available.	ncit:43234
VD	SOMATIC_MALIGNANCY_TYPE	Code		A nodule of mature glial tissue that develops in the peritoneum. It is usually accompanied by mature or immature ovarian teratoma.	ncit:C177364	_undefined_	_undefined_	_undefined_
PD						Rhabdomyosarcoma	A rare aggressive malignant mesenchymal neoplasm arising from skeletal muscle. It usually occurs in children and young adults. Only a small percentage of tumors arise in the skeletal muscle of the extremities. The majority arise in other anatomic sites.	ncit:C3359	Note: Only associated with Somatic Malignancy.
PD						Sarcoma, Not Otherwise Specified	A usually aggressive malignant neoplasm of the soft tissue or bone. It arises from muscle, fat, fibrous tissue, bone, cartilage, and blood vessels. Sarcomas occur in both children and adults. The prognosis depends largely on the degree of differentiation (grade) of the neoplasm. Representative subtypes are liposarcoma, leiomyosarcoma, osteosarcoma, and chondrosarcoma.	ncit:C9118
PD						Adenocarcinoma	A common cancer characterized by the presence of malignant glandular cells. Morphologically, adenocarcinomas are classified according to the growth pattern (e.g., papillary, alveolar) or according to the secreting product (e.g., mucinous, serous). Representative examples of adenocarcinoma are ductal and lobular breast carcinoma, lung adenocarcinoma, renal cell carcinoma, hepatocellular carcinoma (hepatoma), colon adenocarcinoma, and prostate adenocarcinoma.	ncit:C2852
PD						Primitive Neuroectodermal Tumor	A malignant neoplasm that originates in the neuroectoderm. The neuroectoderm constitutes the portion of the ectoderm of the early embryo that gives rise to the central and peripheral nervous systems and includes some glial cell precursors.	ncit:C3716
PD						Squamous Cell Carcinoma	A carcinoma arising from squamous epithelial cells. Morphologically, it is characterized by the proliferation of atypical, often pleomorphic squamous cells. Squamous cell carcinomas are graded by the degree of cellular differentiation as well, moderately, or poorly differentiated. Well differentiated carcinomas are usually associated with keratin production and the presence of intercellular bridges between adjacent cells. Representative examples are lung squamous cell carcinoma, skin squamous cell carcinoma, and cervical squamous cell carcinoma.	ncit:C2929
PD						Malignant Histiocytosis	An antiquated term referring to cases of systemic non-Hodgkin lymphomas which are composed of large, atypical neoplastic lymphoid cells and cases of hemophagocytic syndromes. In the past, cases of anaplastic large cells lymphoma were called malignant histiocytosis.	ncit:C7202
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998
PD						Not Reported	Not provided or available.	ncit:43234


DD	Testing
TD	Vitals
TG	One row per subject per vitals test
VD	AGE_AT_VITALS	Number		Age of subject (in days) when vital signs were recorded.	ncit:168845	_undefined_	_undefined_	_undefined_
VD	DISEASE_PHASE	Code		The stage or period of an individual's disease.	ncit:168878	_undefined_	_undefined_	_undefined_
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:156813	Note: Disease phase could be "Initial Diagnosis" phase, "Relapse" phase, etc...
PD						Relapse	The return of a disease after a period of remission.	ncit:38155
VD	DISEASE_PHASE_NUMBER	Number		The number of the disease phase.	ncit:173258	_undefined_	_undefined_	_undefined_
VD	VITALS_TEST	Code		The act of assessing an individual's current temperature, heart rate, respiratory rate, pulse oxygenation, and blood pressure.	ncit:49672	_undefined_	_undefined_	_undefined_
PD						Weight	The weight of a subject.	ncit:25208	Note: BMI should only be what is reported on CRF, not calculated from weight and height when submitting data to the PCDC
PD						Height	The vertical measurement or distance from the base to the top of a subject or participant.	ncit:25347
VD	VITALS_RESULT	String		The outcome of the vital signs assessment.	ncit:83108	_undefined_	_undefined_	_undefined_
VD	VITALS_RESULT_NUMERIC	Number		The numeric values of the vital signs.	ncit:173268	_undefined_	_undefined_	_undefined_
VD	VITALS_RESULT_UNIT	Code		The unit used to record and describe the result of a test investigating a vital sign.	ncit:49675	_undefined_	_undefined_	_undefined_
PD						kg	A basic SI unit of mass. It is defined as the mass of an international prototype in the form of a platinum-iridium cylinder kept at Sevres in France. A kilogram is equal to 1,000 grams and 2.204 622 6 pounds.	ncit:28252	Note: Only fill in this variable if a numeric result is provided in VITALS_RESULT_NUMERIC.
PD						cm	A basic unit of length in the former CGS version of metric system, equal to one hundredth of a meter or approximately 0.393 700 787 inch	ncit:49668
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998
PD						Not Reported	Not provided or available.	ncit:43234


DD	Testing
TD	Labs
TG	One row per subject per lab test
VD	AGE_AT_LAB	Number		Age of subject (in days) when the laboratory test was performed.	ncit:172691	_undefined_	_undefined_	_undefined_
VD	DISEASE_PHASE	Code		The stage or period of an individual's disease.	ncit:168878	_undefined_	_undefined_	_undefined_
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:156813	Note: Disease phase could be "Initial Diagnosis" phase, "Relapse" phase, etc...
PD						Relapse	The return of a disease after a period of remission.	ncit:38155
VD	DISEASE_PHASE_NUMBER	Number		The number of the disease phase.	ncit:173258	_undefined_	_undefined_	_undefined_
VD	LAB_CATEGORY	Code		A classification of the laboratory test.	ncit:C83017	_undefined_	_undefined_	_undefined_
PD						Cerebrospinal Fluid Analysis
PD						microRNA Sequencing
PD						Other
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998
PD						Not Reported	Not provided or available.	ncit:43234
VD	LAB_TEST	Code		A character or string that represents the full name of the laboratory assessment.	ncit:C117142	_undefined_	_undefined_	_undefined_
PD						LDH	A family of homotetrameric cytoplasmic enzymes involved in the conversion of L-lactate and NAD to pyruvate and NADH in the final step of anaerobic glycolysis. In vertebrates, genes for three different subunits (LDH-A, LDH-B and LDH-C) exist.	ncit:C25184
PD						AFP	This gene plays a role in fetal progression.	ncit:21577
PD						β-hCG	A determination of the presence of Choriogonadotropin Beta protein.	ncit:64851
PD						miR-371a-3p	The human MIR371A wild-type allele is located in the vicinity of 19q13.42 and is approximately 67 bases in length. This allele, which encodes MIR371A pre-miRNA, may be involved in the regulation of target gene expression. Alteration in the expression of this gene is associated with malignant germ cell tumors.	ncit:158711
PD						miR-372-3p	The human MIR372 wild-type allele is located in the vicinity of 19q13.41 and is approximately 66 bases in length. This allele, which encodes MIR372 pre-miRNA, plays a role in the regulation of gene expression. Alteration in the expression of this gene is associated with development of testicular germ cell tumor and non-small cell lung cancer.	ncit:82190
PD						miR-373-3p	The human MIR373 wild-type allele is located in the vicinity of 19q13.41 and is approximately 68 bases in length. This allele, which encodes MIR373 pre-miRNA, plays a role in the regulation of gene expression. Alteration in the expression of this gene is associated with development of testicular germ cell tumor and breast cancer.	ncit:82191
PD						miR-367-3p	The determination of the amount of human microRNA 367-3p present in a sample.	ncit:C177302
PD						miR-375-3p	Human MIR375 wild-type allele is located in the vicinity of 2q35 and is approximately 70 bases in length. This allele, which encodes MIR375 pre-miRNA, is involved in the modulation of gene expression.	ncit:101665
PD						cfDNA	DNA that is found in blood plasma and is not associated with cells in the circulation.	ncit:C128274
VD	LAB_SPEC_TYPE	Code		The type of a material sample taken from a biological entity for laboratory testing.	ncit:88315	_undefined_	_undefined_	_undefined_
PD						Blood	A small volume of blood removed for testing or storage.	ncit:C17610
PD						Serum	A sample of serum collected for analysis.	ncit:C178987
PD						Plasma
PD						Cerebrospinal Fluid
PD						Peritoneal Fluid
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998
PD						Not reported	Not provided or available.	ncit:43234
VD	LAB_RESULT	String		The outcome of a laboratory test.	ncit:36292	_undefined_	_undefined_	_undefined_
VD	LAB_RESULT_NUMERIC	Number		A numeric representation of a test result.	ncit:C70952	_undefined_	_undefined_	_undefined_
VD	LAB_RESULT_UNIT	Code		The numeric unit that expresses the lab result.	ncit:C173274	_undefined_	_undefined_	_undefined_
PD						U/L	An arbitrary unit of substance concentration equal to the concentration at which one liter of mixture contains one unit of a substance.	ncit:C67456
PD						ng/mL	A unit of mass concentration defined as the concentration of one microgram of a substance per unit volume of the mixture equal to one liter. The concept also refers to the unit of mass density (volumetric mass) defined as the density of a substance which mass equal to one microgram occupies the volume of one liter.	ncit:C67306
PD						IU/L	Unit of arbitrary substance concentration (biologic activity concentration) defined as the concentration of one international unit per one liter of the system volume.	ncit:C67376
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998
PD						Not Reported	Not provided or available.	ncit:43234
VD	LAB_METHOD	Code		A systematic course of action that is performed in order to complete a laboratory test.	ncit:83312	_undefined_	_undefined_	_undefined_
PD						MicroRNA Sequencing	A next-generation or massively parallel high-throughput DNA sequencing-based procedure that can identify and quantify the microRNA sequences present in a biological sample.	ncit:C156057
PD						qPCR	An application of PCR that measures the products generated during each cycle of the polymerase chain reaction process in order to determine the starting amount of template in the reaction.	ncit:C51962
PD						ddPCR	A type of digital polymerase chain reaction technique in which the sample is fractionated into thousands of tiny droplets using a water-oil emulsion droplet technology, within which individual PCR reactions occur in each droplet	ncit:C166064
PD						Cytology	The light microscopic study of normal and abnormal cells in fine needle aspirates (FNAs), body cavity fluids, and smears.	ncit:C16491
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998
PD						Not reported	Not provided or available.	ncit:43234
VD	LAB_SEQ_METHOD	Code		The number of molecules of a particular type on or in a cell or part of a cell. Usually applied to specific genes or to plasmids within a bacterium.	ncit:C49142	_undefined_	_undefined_	_undefined_
PD						Relative	Considered in comparison with something else; dependent on or interconnected with something else; not absolute.	ncit:C45830	Note: Specific to miRNA
PD						Absolute	Complete and without restriction or qualification; something that does not depend on anything else; not relative.	ncit:C45829
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998
PD						Not Reported	Not provided or available.	ncit:43234
VD	THRESHOLD_HIGH	Number		The maximum level that must be exceeded for a certain reaction to occur or be manifested.	ncit:C177365	_undefined_	_undefined_	_undefined_
VD	THRESHOLD_LOW	Number		The minimum level that must be attained for a certain reaction to occur or be manifested.	ncit:C177366	_undefined_	_undefined_	_undefined_
VD	PMID_REF	Number		The unique number assigned to an article record that is entered into the PubMed system.	ncit:C127797	_undefined_	_undefined_	_undefined_


DD	Testing
TD	Immunohistochemistry
TG	One row per subject per immunohistochemistry finding
VD	AGE_AT_IHC	Number		Age of subject (in days) at immunohistochemistry assessment.	ncit:	_undefined_	_undefined_	_undefined_
VD	DISEASE_PHASE	Code		The stage or period of an individual's disease.	ncit:168878	_undefined_	_undefined_	_undefined_
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:156813
PD						Relapse	The return of a disease after a period of remission.	ncit:38155
VD	DISEASE_PHASE_NUMBER	Number		The number of the disease phase.	ncit:173258	_undefined_	_undefined_	_undefined_
VD	IHC_TEST	Code		A diagnostic test in which an antibody is used to link a cellular antigen specifically to a stain that can be seen with a microscope.	ncit:C51944	_undefined_	_undefined_	_undefined_
