INFO	Title	PCDC Data Model										
INFO	Name	pcdc_v1.8										
INFO	Release Notes	https://github.com/chicagopcdc/d4cg-modeling/tree/main/pcdc/pcdc-model/pcdc_v1.8										
INFO	Used By	all_v1.1, all_v1.0, aml_v1.7, aml_v1.6, aml_v1.5, aml_v1.4, aml_v1.3, aml_v1.2, aml_v1.1, aml_v1.0, ews_v1.2, ews_v1.1, ews_v1.0, gct_v1.2, gct_v1.1, gct_v1.0, hl_v1.0, nbl_v1.1, nbl_v1.0, nrsts_v1.0, os_v1.2, os_v1.1, os_v1.0, rms_v1.0										
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)										
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/										
INFO	Description	Each disease group in the PCDC network uses a disease-specific data dictionary as the target schema for their data harmonization efforts. The PCDC data model is the full collection these consensus data elements.										
INFO	Total Variables	521										
												
RowType	VariableName	DataType	Tier	VariableSource	VariableDescription	VariableCode	PermissibleValue	ValueSource	ValueDescription	ValueCode	ImplementationNotes	Mappings
PD							Prephase	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A chemotherapy treatment administered prior to the definitive chemotherapy treatment.	ncit:C168826		
PD							Induction	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	The first choice of treatment for a particular type of cancer.	ncit:C158876		
PD							Intensification	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A second round of intense chemotherapy as part of consolidation therapy.	ncit:C173105		
PD							Consolidation	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	Treatment that is given after initial therapy to kill any remaining cancer cells.	ncit:C158876|ncit:C15679		
PD							Stem Cell Transplant Conditioning	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A regimen that can be used as a conditioning regimen for hematopoietic stem cell transplantation (HSCT).	ncit:C168794		
PD							Maintenance	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	Continuation of treatment for an extended period of time to prevent relapse.	ncit:C15688		
PD							Interim Maintenance	all_v1.1|all_v1.0	A less intense phase of chemotherapy in between each course of delayed intensification.	ncit:C178069		
PD							Delayed Intensification	all_v1.1|all_v1.0	A repeat of the first two months of induction and consolidation chemotherapy in high-risk and very-high-risk ALL protocols with the goal of eliminating residual drug-resistant cells	ncit:C178270		
PD							Continuation	all_v1.1|all_v1.0	A period in a clinical study during which subjects receive continuation therapy. This therapy is usually different from the therapy given during the induction phase and administered over a longer period of time.	ncit:C123452		
PD							Investigational Agent	all_v1.1|all_v1.0	A new drug or biological drug that is used in a clinical investigation. The term also includes a biological product that is used in vitro for diagnostic purposes.	ncit:C49135		
PD							Palliative Treatment	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	The patient- and family-centered active holistic care of patients with advanced, progressive disease. Essential components of palliative care are: pain and symptom control, communication regarding treatment and alternatives, prognosis, and available services, rehabilitation services, care that addresses treatment and palliative concerns, intellectual, emotional, social, and spiritual needs, terminal care, support in bereavement. The goal of palliative care is an achievement of the best quality of life for patients and their families.	ncit:C15292		
PD							Other	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	Different than the one(s) previously specified or mentioned.	ncit:C17649		
PD							Chemotherapy	hl_v1.0	The use of synthetic or naturally-occurring chemicals for the treatment of diseases.	ncit:C15632		
PD							Radiation Therapy	hl_v1.0	Treatment of a disease by means of exposure of the target or the whole body to radiation. Radiation therapy is often used as part of curative therapy and occasionally as a component of palliative treatment for cancer. Other uses include total body irradiation prior to transplantation.	ncit:C15313		
PD							Chemoimmunotherapy	hl_v1.0	Chemotherapy combined with immunotherapy. Chemotherapy uses different drugs to kill or slow the growth of cancer cells; immunotherapy uses treatments to stimulate or restore the ability of the immune system to fight cancer.	ncit:C94251		
PD							Immunotherapy	hl_v1.0	Therapy designed to induce changes in a patient's immune status in order to treat disease.	ncit:C15262		
VD	COURSE_NUMBER	Number	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The number assigned to a course of therapeutic agent administration, indicating where a particular course of treatment falls within a sequence of treatments.	ncit:C166235	_undefined_	_undefined_	_undefined_	_undefined_		
VD	VITALS_TEST	Code	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The act of assessing an individual's current temperature, heart rate, respiratory rate, pulse oxygenation, and blood pressure.	ncit:C49672|ncit:49672	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Weight	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The weight of a subject.	ncit:C81328|ncit:C25208|ncit:25208		
PD							Height	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The vertical measurement or distance from the base to the top of a subject or participant.	ncit:C164634|ncit:C25347|ncit:25347		
PD							BMI	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0	An individual's weight in kilograms divided by the square of the height in meters.	ncit:C16358		
PD							BSA	ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A measure of the 2-dimensional extent of the body surface (i.e., the skin). Body surface area (BSA) can be calculated by mathematical formula or from a chart that relates height to weight. BSA is often an important factor in dosing.	ncit:C25157		
PD							Pulse	os_v1.2|os_v1.1|os_v1.0	The rhythmic wave within the arteries occurring with each contraction of the left ventricle.	ncit:C25749		
PD							Systolic Blood Pressure	os_v1.2|os_v1.1|os_v1.0	The maximum pressure exerted into the systemic arterial circulation during the contraction of the left ventricle of the heart.	ncit:C25298		
PD							Diastolic Blood Pressure	os_v1.2|os_v1.1|os_v1.0	The minimum pressure exerted into the systemic arterial circulation during cardiac ventricular relaxation and filling.	ncit:C25299		
PD							Respiratory Rate	os_v1.2|os_v1.1|os_v1.0	The rate of breathing (inhalation and exhalation) measured within in a unit time, usually expressed as breaths per minute.	ncit:C49678		
PD							Temperature	os_v1.2|os_v1.1|os_v1.0	A measure of the average kinetic energy of a system of particles. Temperature may be quantified, in the context of thermodynamics, as the potential of one system to transfer thermal energy to another system until both systems reach a state of thermal equilibrium.	ncit:C25206		
VD	VITALS_RESULT	String	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The results of the vital sign measurements.	ncit:C83108|ncit:C173522|ncit:83108	_undefined_	_undefined_	_undefined_	_undefined_		
VD	VITALS_RESULT_NUMERIC	Number	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The numeric values of the vital signs.	ncit:C173268|ncit:173268	_undefined_	_undefined_	_undefined_	_undefined_		
VD	VITALS_RESULT_UNIT	Code	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The unit used to record and describe the result of a test investigating a vital sign.	ncit:C49675|ncit:49675|ncit:C83161	_undefined_	_undefined_	_undefined_	_undefined_		
PD							kg	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A basic SI unit of mass. It is defined as the mass of an international prototype in the form of a platinum-iridium cylinder kept at Sevres in France. A kilogram is equal to 1,000 grams and 2.204 622 6 pounds.	ncit:C28252|ncit:28252		
PD							cm	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A basic unit of length in the former CGS version of metric system, equal to one hundredth of a meter or approximately 0.393 700 787 inch	ncit:C49668|ncit:49668		
PD							Unknown	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|os_v1.2|os_v1.1|os_v1.0	Reported as unknown by the data contributor.	ncit:C17998|ncit:17998		
PD							Not Reported	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|os_v1.2|os_v1.1|os_v1.0	Not provided or available.	ncit:C43234|ncit:43234		
PD							kg/m2	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0	The SI derived unit of spread rate of a substance by mass, used also as a measure of area density and as a dose calculation unit.	ncit:C49671		
PD							m2	ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A SI unit of area measurement equal to a square whose sides are one meter long. Square meter is equal to 10,000 square centimeters; 0.01 are; 1.196 square yards; 10.76 square feet; 1550 square inches.	ncit:C42569		
PD							mmHg	os_v1.2|os_v1.1|os_v1.0	A non-SI unit of pressure equal to 133,332 Pa or 1.316E10-3 standard atmosphere. Use of this unit is generally deprecated by ISO and IUPAC.	ncit:C49670		
PD							beat/min	os_v1.2|os_v1.1|os_v1.0	The number of heartbeats measured per minute time.	ncit:C49673		
PD							C	os_v1.2|os_v1.1|os_v1.0	A unit of temperature of the temperature scale designed so that the freezing point of water is 0 degrees and the boiling point is 100 degrees at standard atmospheric pressure. The current official definition of the Celsius sets 0.01 C to be at the triple point of water and a degree to be 1/273.16 of the difference in temperature between the triple point of water and absolute zero. One degree Celsius represents the same temperature difference as one Kelvin.	ncit:C42559		
												
												
TD	Labs											
TG	Refer to each data dictionary for specific table implementation guidance											
VD	AGE_AT_LAB	Number	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|nbl_v1.1|nbl_v1.0|os_v1.2|os_v1.1|os_v1.0	Age of subject (in days) when the laboratory test was performed.	ncit:C172691|ncit:C175005|ncit:172691	_undefined_	_undefined_	_undefined_	_undefined_		
VD	LAB_CATEGORY	Code	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0	A classification of the laboratory test.	ncit:C83017	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Peripheral Blood Analysis	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|hl_v1.0	A laboratory analysis of a sample of peripheral blood.	ncit:C173271		
PD							Cerebrospinal Fluid Analysis	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|gct_v1.2|gct_v1.1|gct_v1.0	A laboratory analysis of a sample of cerebrospinal fluid.	ncit:C173272		
PD							Bone Marrow Analysis	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|hl_v1.0	A laboratory analysis of a sample of bone marrow.	ncit:C173273		
PD							Unknown	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|gct_v1.2|gct_v1.1|gct_v1.0	Reported as unknown by the data contributor.	ncit:C17998|ncit:17998		
PD							Not Reported	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|gct_v1.2|gct_v1.1|gct_v1.0	Not provided or available.	ncit:C43234|ncit:43234		
PD							Other	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|gct_v1.2|gct_v1.1|gct_v1.0	Different than the one(s) previously specified or mentioned.	ncit:C17649		
PD							microRNA Sequencing	gct_v1.2|gct_v1.1|gct_v1.0				
VD	LAB_TEST	Code	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|nbl_v1.1|nbl_v1.0|os_v1.2|os_v1.1|os_v1.0	A character or string that represents the full name of the laboratory assessment.	ncit:C117142	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Platelets	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The determination of the number of platelets in a blood sample, usually expressed as platelets per cubic millimeter (cmm) of whole blood.	ncit:C51951		
PD							RBC	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|hl_v1.0	The determination of the number of erythrocytes in a blood sample.	ncit:C51946		
PD							WBC	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|hl_v1.0	A test to determine the number of leukocytes in a sample of blood.	ncit:C51948		
PD							Absolute Neutrophil Count	all_v1.1|all_v1.0	The real number of white blood cells (WBC) that are neutrophils. It is derived by multiplying the WBC count by the percent of neutrophils in the differential WBC count. The normal range for ANC is 1.5 to 8.0 (1,500 to 8,000/mm3).	ncit:C63321		
PD							Blasts	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	The determination of the number of blast cells present in a blood sample.	ncit:C74605		
PD							Hemoglobin	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|hl_v1.0	A quantitative measurement of the amount of hemoglobin present in a sample.	ncit:C64848		
PD							Auer Rods	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	The determination of the number of Auer rods present in a sample.	ncit:C74657		
PD							ESR	ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of the distance that red blood cells travel in one hour in a sample of unclotted blood.	ncit:C74611		
PD							LDH	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|nbl_v1.1|nbl_v1.0|os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of the amount of lactate dehydrogenase present in a sample.	ncit:C64855|ncit:C25184		
PD							AFP	gct_v1.2|gct_v1.1|gct_v1.0	This gene plays a role in fetal progression.	ncit:21577		
PD							β-hCG	gct_v1.2|gct_v1.1|gct_v1.0	A determination of the presence of Choriogonadotropin Beta protein.	ncit:64851		
PD							miR-371a-3p	gct_v1.2|gct_v1.1|gct_v1.0	The human MIR371A wild-type allele is located in the vicinity of 19q13.42 and is approximately 67 bases in length. This allele, which encodes MIR371A pre-miRNA, may be involved in the regulation of target gene expression. Alteration in the expression of this gene is associated with malignant germ cell tumors.	ncit:158711		
PD							miR-372-3p	gct_v1.2|gct_v1.1|gct_v1.0	The human MIR372 wild-type allele is located in the vicinity of 19q13.41 and is approximately 66 bases in length. This allele, which encodes MIR372 pre-miRNA, plays a role in the regulation of gene expression. Alteration in the expression of this gene is associated with development of testicular germ cell tumor and non-small cell lung cancer.	ncit:82190		
PD							miR-373-3p	gct_v1.2|gct_v1.1|gct_v1.0	The human MIR373 wild-type allele is located in the vicinity of 19q13.41 and is approximately 68 bases in length. This allele, which encodes MIR373 pre-miRNA, plays a role in the regulation of gene expression. Alteration in the expression of this gene is associated with development of testicular germ cell tumor and breast cancer.	ncit:82191		
PD							miR-367-3p	gct_v1.2|gct_v1.1|gct_v1.0	The determination of the amount of human microRNA 367-3p present in a sample.	ncit:C177302		
PD							miR-375-3p	gct_v1.2|gct_v1.1|gct_v1.0	Human MIR375 wild-type allele is located in the vicinity of 2q35 and is approximately 70 bases in length. This allele, which encodes MIR375 pre-miRNA, is involved in the modulation of gene expression.	ncit:101665		
PD							cfDNA	gct_v1.2|gct_v1.1|gct_v1.0	DNA that is found in blood plasma and is not associated with cells in the circulation.	ncit:C128274		
PD							Albumin	hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of albumin present in a sample.	ncit:C64431		
PD							Alkaline Phophatase	hl_v1.0	A quantitative measurement of alkaline phosphatase present in a sample.	ncit:C64432		
PD							CD34	hl_v1.0	The determination of the amount of CD34 expressing cells present in a sample.	ncit:C102260		
PD							CRP	hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of the amount of C-reactive protein present in a sample.	ncit:C64548		
PD							EBV DNA	hl_v1.0	The determination of the amount of Epstein-Barr virus DNA present in a sample.	ncit:C166035		
PD							EBV IgG	hl_v1.0	The determination of the amount of Epstein-Barr virus in a biological sample.	ncit:C184675		
PD							Eosinophils	hl_v1.0	The determination of the number of eosinophils in a blood sample.	ncit:C64550		
PD							Free T4	hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The determination of the amount of free thyroxine present in a sample.	ncit:C74786		
PD							Lymphocytes	hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The determination of the number of lymphocytes in a blood sample.	ncit:C12535|ncit:C51949		
PD							Monocytes	hl_v1.0	The determination of the number of monocytes in a blood sample.	ncit:C64823		
PD							Myelocyte	hl_v1.0				
PD							Neutrophils	hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A test to determine the number of neutrophils in a sample of blood.	ncit:C51949|ncit:C51950		
PD							Phosphorus	hl_v1.0				
PD							Protein Total	hl_v1.0				
PD							Segmented Neutrophils (segs)	hl_v1.0				
PD							Total T4	hl_v1.0				
PD							TSH	hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of the amount of thyrotropin present in a sample.	ncit:C64813		
PD							Uric Acid	hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A white tasteless odorless crystalline product of protein metabolism, found in the blood and urine, as well as trace amounts found in the various organs of the body. It can build up and form stones or crystals in various disease states.	ncit:C62652		
PD							Ferritin	nbl_v1.1|nbl_v1.0				
PD							ANC	os_v1.2|os_v1.1|os_v1.0	The real number of white blood cells (WBC) that are neutrophils. It is derived by multiplying the WBC count by the percent of neutrophils in the differential WBC count. The normal range for ANC is 1.5 to 8.0 (1,500 to 8,000/mm3).	ncit:C63321		
PD							βHCG	os_v1.2|os_v1.1|os_v1.0	A determination of the presence of Choriogonadotropin Beta protein.	ncit:C64851		
PD							HGB	os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of the amount of hemoglobin present in a biospecimen.	ncit:C64848		
PD							HCT	os_v1.2|os_v1.1|os_v1.0	A measure of the volume of red blood cells expressed as a percentage of the total blood volume. Normal in males is 43-49%, in females 37-43%.	ncit:C64796		
PD							Leukocytes	os_v1.2|os_v1.1|os_v1.0	A test to determine the number of leukocytes in a biospecimen.	ncit:C51948		
PD							PT	os_v1.2|os_v1.1|os_v1.0	A measurement of the clotting time of plasma recalcified in the presence of excess tissue thromboplastin; it is a measure of the extrinsic pathway of coagulation. It is used to determine the clotting tendency of blood, in the measure of warfarin dosage, liver damage and vitamin K status. Factors measured are fibrinogen, prothrombin, and factors V, VII, and X.	ncit:C62656		
PD							PTT	os_v1.2|os_v1.1|os_v1.0	A measurement of the length of time that it takes for clotting to occur when no activating reagents are added to a biological specimen. The test is partial due to the absence of tissue factor (Factor III) from the reaction mixture.	ncit:C178140		
PD							INR	os_v1.2|os_v1.1|os_v1.0	A measure of the extrinsic pathway of coagulation. The International Normalized Ratio of Prothrombin Time (INR) is the ratio of a patient prothrombin time to a normal (control) sample raised to the power of the International Sensitivity Index (ISI) with a range of 0.8 to 1.2 seconds.	ncit:C64805		
PD							Creatinine	os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of the amount of creatinine present in a sample.	ncit:C64547		
PD							Creatinine Clearance	os_v1.2|os_v1.1|os_v1.0	The determination of the clearance of endogenous creatinine, used for evaluating the glomerular filtration rate.	ncit:C25747		
PD							Calcium	os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of the amount of calcium present in a sample.	ncit:C64488		
PD							Potassium	os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of the amount of potassium present in a sample.	ncit:C64853		
PD							Sodium	os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of the amount of sodium present in a sample.	ncit:C64809		
PD							Chloride	os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of the amount of chloride present in a sample.	ncit:C64495		
PD							Protein	os_v1.2|os_v1.1|os_v1.0	A group of complex organic macromolecules composed of one or more chains (linear polymers) of alpha-L-amino acids linked by peptide bonds and ranging in size from a few thousand to over 1 million Daltons. Proteins are fundamental genetically encoded components of living cells with specific structures and functions dictated by amino acid sequence.	ncit:C17021		
PD							Glucose	os_v1.2|os_v1.1|os_v1.0	The determination of the amount of glucose present in a sample.	ncit:C105585		
PD							Lipase	os_v1.2|os_v1.1|os_v1.0	The determination of the amount of lipase present in a sample.	ncit:C117748		
PD							ALP	os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of alkaline phosphatase present in a sample.	ncit:C64432		
PD							5 Prime Nucleotidase	os_v1.2|os_v1.1|os_v1.0	The determination of the amount of 5 prime nucleotidase present in a sample.	ncit:C79437		
PD							AST	os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of aspartate aminotransferase present in a sample.	ncit:C64467		
PD							ALT	os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of alanine aminotransferase present in a sample.	ncit:C64433		
PD							GGT	os_v1.2|os_v1.1|os_v1.0	A quantitative measurement of the amount of gamma glutamyl transpeptidase present in a sample.	ncit:C64847		
PD							Total Bilirubin	os_v1.2|os_v1.1|os_v1.0	The measurement of the total amount of bilirubin present in a particular substrate. The substrate most often tested is blood, but other fluids extracted from the body may be used periodically depending on the purpose of the test.	ncit:C38037		
PD							Direct Bilirubin	os_v1.2|os_v1.1|os_v1.0	The bilirubin is bound to glucuronide to form conjugated bilirubin (direct bilirubin). Direct Bilirubin measurement is accomplished by a colorimetric method. Direct Bilirubin in biological fluids reacts with sulfanilic acid at acidic pH to produce a red colored complex. The optical density of produced color has a direct relationship with Direct Bilirubin concentration in the solution.	ncit:C64481		
PD							Free T3	os_v1.2|os_v1.1|os_v1.0	The determination of the amount of free triiodothyronine present in a sample.	ncit:C74787		
VD	LAB_SPEC_TYPE	Code	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The type of a material sample taken from a biological entity for laboratory testing.	ncit:C83315|ncit:88315	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Blood	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A small volume of blood removed for testing or storage.	ncit:C17610|ncit:C41067		
PD							Cerebrospinal Fluid	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|gct_v1.2|gct_v1.1|gct_v1.0	The fluid that is contained within the brain ventricles, the subarachnoid space and the central canal of the spinal cord.	ncit:C185194|ncit:C12692		
PD							Bone Marrow	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	The tissue occupying the spaces of bone. It consists of blood vessel sinuses and a network of hematopoietic cells which give rise to the red cells, white cells, and megakaryocytes.	ncit:C164009|ncit:C12431		
PD							Other	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|hl_v1.0	Different than the one(s) previously specified or mentioned.	ncit:C17649		
